year,dish,category,revenue,qty,orders
2025,ДМ/Паста бантики с курицей и сыром,ДЕТСКОЕ МЕНЮ,18741.233500000002,47.0,44
2025,Банкет/ Большое ассорти домашних солений ,БАНКЕТЫ/ФУРШЕТЫ,18700.0,11.0,5
2025,Д.S.Четыре сыра,Д.ПИЦЦА S,18550.4,25.0,23
2025,"Пиво Бургунь де Фландер 0,25",ПИВО БУТЫЛОЧНОЕ,18515.669,39.0,25
2025,Коктейль Campari Негрони,КОКТЕЙЛИ,18500.131,28.0,17
2025,Гратен с ветчиной и трюфельным соусом ,ЗАВТРАК,18352.5115,25.0,25
2025,Коктейль Martini Fiero с тоником,КОКТЕЙЛИ,18263.338,29.0,16
2025,Д.ДМ/Куриные наггетсы +,Д.ДЕТСКОЕ МЕНЮ,18251.200000000015,61.0,57
2025,Д.Наполеон,Д.ДЕСЕРТЫ,18181.5,31.0,27
2025,Д.Кальмар на гриле с соусом берблан +,Д.РЫБА,17802.400000000005,22.0,22
2025,пармезан (20 г),МОДИФИКАТОРЫ,17722.500000000015,109.0,86
2025,Д.Польпетте из ягненка с картофелем +,Д.МЯСО,17707.200000000008,21.0,21
2025,Д.Антипасти L,БАНКЕТЫ/ФУРШЕТЫ,17680.0,4.0,3
2025,"Д.Фреш 0,5 +",Д.БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,17673.199999999997,23.0,22
2025,"750 мл Мэксале Аппасименто примитиво. Италия, Пулия",КРАСНОЕ ВИНО,17662.218,4.0,2
2025,Д.Воздушный чизкейк с ягодами +,Д.ДЕСЕРТЫ,17503.200000000004,26.0,24
2025,Профитроли с ореховым соусом ,ДЕСЕРТЫ,17466.65,44.0,41
2025,Трюфель из молочного шоколада,ДЕСЕРТЫ,17294.508,149.0,105
2025,Д.Паштет с бриошью и вареньем из чёрной смородины +,Д.ЗАКУСКИ,17285.600000000006,31.0,31
2025,Яйцо перепелиное 1шт,ДОПЫ,17175.763,355.0,133
2025,с креветками,МОДИФИКАТОРЫ,17168.665499999992,104.0,88
2025,125 мл Креман де Лиму Антеш Эжени,ИГРИСТОЕ ВИНО БОКАЛЫ,17136.0,23.0,12
2025,Д.Картофельное пюре +,Д.ГАРНИРЫ,17108.80000000001,68.0,51
2025,Омлет из 2-х яиц с деревенским хлебом ,ЗАВТРАК,17045.475000000002,45.0,42
2025,Д.Ризотто с белыми грибами,Д.ПАСТА,16830.0,20.0,18
2025,Д.Четыре сыра,Д.ПАСТА,16830.0,22.0,17
2025,Д.Нисуаз,Д.САЛАТЫ,16830.0,20.0,17
2025,"Апельсин-грейпфрут фреш 0,3",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,16751.715,38.25,35
2025,Д.Баклажан алла пармиджана +,Д.ЗАКУСКИ,16734.800000000007,23.0,23
2025,ДМ/Теплый сэндвич с ветчиной и сыром,ДЕТСКОЕ МЕНЮ,16701.650000000005,45.0,39
2025,Д.Суши с креветкой 2 шт. +,Д.ПАНАЗИЯ,16660.000000000007,50.0,29
2025,Д.Английский завтрак +,Д.ЗАВТРАКИ,16646.4,17.0,15
2025,Д.Медовик с альпийским мёдом+,Д.ДЕСЕРТЫ,16442.40000000001,39.0,37
2025,ДМ/Овощные палочки,ДЕТСКОЕ МЕНЮ,16341.742999999999,56.0,42
2025,Д.ДМ/Сырники со сметаной,Д.ДЕТСКОЕ МЕНЮ,16243.5,49.0,15
2025,Глазунья из 3-х яиц с деревенским хлебом ,ЗАВТРАК,16045.764500000003,51.0,47
2025,Трюфель с трюфельной солью,ДЕСЕРТЫ,15979.515500000001,131.0,96
2025,750 мл Мальбек Септима.Аргентина.Мендоса ,КРАСНОЕ ВИНО,15912.0,4.0,2
2025,"750 мл Гевюрцтраминер Кольтеренцио. Трентино-Альто-Адидже, Италия",БЕЛОЕ ВИНО БУТЫЛКИ,15895.0,3.0,3
2025,Запечённые: Креветка 2 шт,ПАНАЗИЯ,15793.425000000001,53.0,35
2025,Коктейль Сорел Смэш,КОКТЕЙЛИ,15753.424,26.0,24
2025,Д.L.Груша и горгонзола,Д.ПИЦЦА L,15725.0,15.0,15
2025,Д.Креветки и Перно Рикар,Д.ПАСТА,15700.095,21.0,16
2025,Трюфель из темного шоколада с черной смородиной и какао,ДЕСЕРТЫ,15529.788999999999,127.0,93
2025,Д.Обед 2 +,Д.ОБЕДЫ,15470.0,13.0,11
2025,Острые: Лосось 2 шт,ПАНАЗИЯ,15466.838000000005,43.0,38
2025,Д.S.Маргарита +,Д.ПИЦЦА S,15388.399999999994,31.0,30
2025,Д.Равиоли с молодыми сырами +,Д.ПАСТА,15279.600000000006,21.0,20
2025,"750 мл Торронтес Лунта. Аргентина, Сальта",БЕЛОЕ ВИНО БУТЫЛКИ,15206.075,4.0,3
2025,Д.Осьминог на гриле с печёным картофелем и томатами,Д.РЫБА,15172.5,7.0,7
2025,Д.Мясная лазанья с соусом наполи,Д.ПАСТА,15147.0,18.0,14
2025,Картофель запеченный,ГАРНИРЫ,15072.769499999999,55.0,43
2025,Д.S.Мортаделла и трюфельный крем +,Д.ПИЦЦА S,15055.199999999995,18.0,18
2025,ДМ/Салат из огурцов и томатов с маслом,ДЕТСКОЕ МЕНЮ,14979.643500000006,48.0,44
2025,125 мл Доктор Зензен Дойчер Рислинг б/а,Б/А ВИНО ПО БОКАЛАМ,14846.6525,30.0,18
2025,750 мл Мери Арджиолас Верментино ди Сардиния. Италия,БЕЛОЕ ВИНО БУТЫЛКИ,14790.0,3.0,3
2025,Д.Острые суши с лососем 2 шт. +,Д.ПАНАЗИЯ,14756.000000000005,35.0,25
2025,Д.Тыквенный суп,Д.СУПЫ,14535.0,38.0,32
2025,Д.S.Форель и маскарпоне +,Д.ПИЦЦА S,14361.600000000004,16.0,16
2025,Д.ДМ/Тёплый сэндвич с ветчиной и сыром +,Д.ДЕТСКОЕ МЕНЮ,14334.400000000005,34.0,30
2025,750 мл Казак Красная Горка,КРАСНОЕ ВИНО,14195.0,2.0,2
2025,"750 мл Рислинг Карл Швайфер Вазальт Ваченхейм. Германия, Пфальц",БЕЛОЕ ВИНО БУТЫЛКИ,14110.0,2.0,1
2025,Д.ДМ/Картофельное пюре +,Д.ДЕТСКОЕ МЕНЮ,14089.600000000011,56.0,49
2025,Д.Картофель фри +,Д.ГАРНИРЫ,14089.60000000001,56.0,45
2025,Коктейль Цитрусовый аперитив б/а,КОКТЕЙЛИ,14084.1515,24.0,17
2025,Д.Баноффи пай+,Д.ДЕСЕРТЫ,14076.000000000005,30.0,27
2025,Яйцо кокот с трюфелем,ЗАВТРАК,14064.8905,21.0,18
2025,Д.Капкейк +,Д.ДЕСЕРТЫ,14035.2,86.0,37
2025,125 мл Б/А Винья Албали Спарклинг Уайт,Б/А ВИНО ПО БОКАЛАМ,14023.682499999999,25.0,14
2025,Д.ДМ/Куриные наггетсы,Д.ДЕТСКОЕ МЕНЮ,13950.1575,47.0,36
2025,Д.Запеч.суши с лососем 2 шт. +,Д.ПАНАЗИЯ,13912.800000000003,33.0,21
2025,Коктейль Малиновый поцелуй,КОКТЕЙЛИ,13832.942500000001,23.0,18
2025,125 мл Шампань Дело Блан де Нуар Брют,ИГРИСТОЕ ВИНО БОКАЛЫ,13770.0,10.0,5
2025,Д.ДМ/Сырники со сметаной +,Д.ДЕТСКОЕ МЕНЮ,13661.200000000004,41.0,36
2025,Банкет/ Ассорти мясных деликатесов/Италия,БАНКЕТЫ/ФУРШЕТЫ,13642.5,9.0,4
2025,Д.Буррата с томатами,Д.ЗАКУСКИ,13617.0,18.0,14
2025,Д.L.Лосось и маскарпоне +,Д.ПИЦЦА L,13613.600000000002,11.0,11
2025,Коктейль Хьюго,КОКТЕЙЛИ,13312.666,20.0,12
2025,Д. Наполеон целый,ЦЕЛЫЕ ТОРТЫ,13260.0,4.0,2
2025,Д.S.Мортаделла и трюфельный крем,Д.ПИЦЦА S,13078.1,16.0,15
2025,"Д.Морс 0,5",Д.БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,13039.0,26.0,19
2025,"750 мл М де Минюти Розе. Шато Минюти. Франция, Прованс",РОЗОВОЕ/ОРАНЖЕВОЕ ВИНО БУТЫЛКИ,12920.0,2.0,1
2025,"Пиво Кроненбург 1664 Блан б/а 0,33 бут.",ПИВО БУТЫЛОЧНОЕ,12915.8265,39.0,33
2025,Зеленый салат с кремом из феты ,ЗАВТРАК,12885.694,20.0,20
2025,"Сок томат 0,2",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,12824.536500000002,49.0,33
2025,Д.L.Груша и горгонзола +,Д.ПИЦЦА L,12811.200000000003,12.0,12
2025,Запечённые: Лосось 2 шт,ПАНАЗИЯ,12785.487500000001,33.0,25
2025,Зелёный салат с авокадо и оливками,ЗАВТРАК,12779.274,22.0,21
2025,Капкейк Клубнично-Малиновый,ДЕСЕРТЫ,12581.530000000002,85.0,71
2025,Клубника 50 г,ДОПЫ,12554.143,53.0,27
2025,ДМ/Пицца сырная,ДЕТСКОЕ МЕНЮ,12413.782500000001,36.0,35
2025,"Яблоко-морковь фреш 0,3",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,12410.169999999998,31.7,30
2025,Д.Оладьи из цукини c домашней сметаной +,Д.ЗАВТРАКИ,12406.600000000004,22.0,22
2025,Д.Салат из запечённой тыквы с киноа +,Д.САЛАТЫ,12267.200000000004,22.0,21
2025,Д.ДМ/Сырная пицца +,Д.ДЕТСКОЕ МЕНЮ,12226.400000000007,29.0,29
2025,Д.Суши с лососем 2 шт. +,Д.ПАНАЗИЯ,12226.400000000005,29.0,23
2025,Д.Тирамису +,Д.ДЕСЕРТЫ,12199.200000000004,26.0,26
2025,Матча Латте 300 мл,КОФЕ,12172.969000000001,39.0,32
2025,Д.Равиоли с крабом и креветками +,Д.СПЕШЛ,12158.400000000001,12.0,11
2025,Д.Кальмар на гриле с соусом берблан ,Д.РЫБА,12112.5,15.0,13
2025,Д.Тартар из говядины,Д.ЗАКУСКИ,12104.0,16.0,12
2025,Д.Медовик с альпийским мёдом,Д.ДЕСЕРТЫ,12078.5,29.0,23
2025,Горячий шоколад 180 мл,КОФЕ,11863.739,41.0,39
2025,Д.S.Маргарита,Д.ПИЦЦА S,11832.0,25.0,20
2025,40 мл Домашняя Амаро,ДОМАШНИЕ ДИДЖЕСТИВЫ,11776.699,34.0,15
2025,Коктейль Sarti Спритц,КОКТЕЙЛИ,11672.9735,17.0,10
2025,Д.Запеч.суши с лососем 2 шт.,Д.ПАНАЗИЯ,11662.0,28.0,15
2025,Д.Фрутти ди маре,Д.ПАСТА,11398.5,9.0,9
2025,Д.Запеч.суши с креветкой 2 шт. +,Д.ПАНАЗИЯ,11328.8,34.0,25
2025,Острые: Креветка 2 шт,ПАНАЗИЯ,11315.846,38.0,25
2025,Коктейль Аква ди Оушн,КОКТЕЙЛИ,11306.768,18.0,18
2025,Д.ДМ/Пицца Маргарита +,Д.ДЕТСКОЕ МЕНЮ,11240.400000000005,29.0,28
2025,Икра красная 20 гр,ДОПЫ,11167.895,26.0,18
2025,Д.S.Алла Дьявола,Д.ПИЦЦА S,11152.0,17.0,9
2025,помидоры (50 г),МОДИФИКАТОРЫ,11131.600000000002,52.0,39
2025,25 гр Салями сальсича,ЗАКУСКИ,11028.9625,38.0,30
2025,Д.Острые суши с креветкой 2 шт. +,Д.ПАНАЗИЯ,10995.599999999997,33.0,25
2025,Капкейк Черничный,ДЕСЕРТЫ,10851.797000000002,71.0,55
2025,Д.Парма и горгонзола +,Д.ПАСТА,10771.200000000003,12.0,12
2025,"Морковь-сельдерей фреш 0,3",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,10737.174500000001,28.0,24
2025,Д.Сырники с клубничным вареньем,Д.ЗАВТРАКИ,10557.0,18.0,14
2025,"Д.Фреш 0,3",Д.БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,10227.4125,22.0,16
2025,Д.S.Груша и горгонзола +,Д.ПИЦЦА S,10186.400000000003,14.0,14
2025,Д.Аньолини с бульоном +,Д.СУПЫ,10166.0,23.0,21
2025,Д.Фрутти ди маре +,Д.ПАСТА,10134.720000000001,8.0,8
2025,Скрэмбл из 3-х яиц с пармезаном и деревенским хлебом ,ЗАВТРАК,10122.0975,26.0,24
2025,Банкет/ Канапе с клубникой и ананасом,БАНКЕТЫ/ФУРШЕТЫ,10098.0,44.0,3
2025,Д.Драник с лососем и яйцом,Д.ЗАВТРАКИ,10072.5,15.0,10
2025,Д.Тёплый римский сэндвич ,Д.ЗАВТРАКИ,9996.0,24.0,21
2025,Д.S.Бекон и маскарпоне +,Д.ПИЦЦА S,9995.999999999998,15.0,15
2025,"750 мл Кьянти Конти Серристори. Италья, Тоскана",КРАСНОЕ ВИНО,9945.0,3.0,2
2025,Д.Цезарь с курицей L,БАНКЕТЫ/ФУРШЕТЫ,9945.0,3.0,1
2025,Д.Алио Олио с креветками,Д.ПАСТА,9929.3345,15.0,14
2025,Д.ДМ/Овощные палочки +,Д.ДЕТСКОЕ МЕНЮ,9873.6,33.0,33
2025,Д.Греческий L +,БАНКЕТЫ/ФУРШЕТЫ,9873.6,4.0,3
2025,Д.Антипасти S +,БАНКЕТЫ/ФУРШЕТЫ,9873.6,4.0,4
2025,"Сок вишня 0,2 ",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,9848.669500000002,38.0,31
2025,Д.ДМ/Куриные котлетки,Д.ДЕТСКОЕ МЕНЮ,9817.5,33.0,26
2025,Д.Большой итальянский завтрак с креветками +,Д.ЗАВТРАКИ,9792.0,10.0,10
2025,"125 мл Росадо Каре. Испания, Арегон",РОЗОВОЕ/ОРАНЖЕВОЕ ВИНО БОКАЛЫ,9724.0,16.0,6
2025,Д.Миллефолье +,Д.ДЕСЕРТЫ,9710.4,12.0,11
2025,Д.Греча с пармезаном +,Д.ГАРНИРЫ,9696.800000000005,23.0,23
2025,Д.Профитроли с ореховым соусом +,Д.ДЕСЕРТЫ,9696.800000000003,23.0,20
2025,40 мл Текила Лей 925,ТЕКИЛА,9635.6,22.0,8
2025,Д.Хрустящий тост с тунцом и гуакамоле +,Д.ЗАВТРАКИ,9588.0,15.0,14
2025,Д.Капрезе фиор ди латте +,Д.ЗАКУСКИ,9588.0,15.0,15
2025,40 мл Ликер Амаро Монтенегро,ЛИКЁРЫ/БИТТЕРЫ,9562.5,25.0,5
2025,Д.Бенедикт с лососем на круассане +,Д.ЗАВТРАКИ,9520.0,10.0,10
2025,Д.Скрембл с ветчиной и сыром +,Д.ЗАВТРАКИ,9465.600000000002,16.0,14
2025,Сорбет Красный апельсин 50гр,ДЕСЕРТЫ,9358.568,46.0,36
2025,лосось (50 г),МОДИФИКАТОРЫ,9355.1,16.0,16
2025,Д.Морепродукты на гриле в соусе берблан,Д.РЫБА,9300.7,9.0,8
2025,Д.Шоколадный торт Опера +,Д.ДЕСЕРТЫ,9275.200000000004,22.0,22
2025,Д.Тирамису,Д.ДЕСЕРТЫ,9256.5,20.0,17
2025,Д.ДМ/Овощной салат со сметаной +,Д.ДЕТСКОЕ МЕНЮ,8996.4,27.0,26
2025,125 мл Креман де луар. Розе брют. Франция ,ИГРИСТОЕ ВИНО БОКАЛЫ,8950.5,9.0,5
2025,Банкет/ Канапе с грушей и пармой,БАНКЕТЫ/ФУРШЕТЫ,8916.5,37.0,3
2025,40 мл Макаллан 12 лет Дабл Каск,ВИСКИ,8882.5,5.5,1
2025,Д.S.Форель и маскарпоне,Д.ПИЦЦА S,8858.3855,11.0,9
2025,Д.Паштет с бриошью и вареньем из чёрной смородины,Д.ЗАКУСКИ,8840.0,16.0,15
2025,Гречишный чай,ЧАЙНАЯ КАРТА,8818.342,17.0,16
2025,Д.Острые суши с лососем 2 шт.,Д.ПАНАЗИЯ,8746.5,21.0,14
2025,Д.Осьминог на гриле с печёным картофелем и томатами +,Д.РЫБА,8676.8,4.0,4
2025,креветки (35 г),МОДИФИКАТОРЫ,8673.297999999999,30.0,21
2025,Д.ДМ/Куриный суп с макарошками,Д.ДЕТСКОЕ МЕНЮ,8627.5,35.0,21
2025,Д.ДМ/Макарошки цветные с сыром +,Д.ДЕТСКОЕ МЕНЮ,8602.0,23.0,21
2025,Д.Брускетта с рикоттой и томатами +,Д.ЗАКУСКИ,8527.2,22.0,20
2025,Д.S.Груша и горгонзола,Д.ПИЦЦА S,8525.5,12.0,12
2025,Сорбет Малина 50гр,ДЕСЕРТЫ,8517.544,43.0,37
2025,Д.Ассорти фруктов +,БАНКЕТЫ/ФУРШЕТЫ,8513.6,4.0,4
2025,Д.Ассорти фруктов,БАНКЕТЫ/ФУРШЕТЫ,8500.0,4.0,3
2025,Д.ДМ/Сырная пицца,Д.ДЕТСКОЕ МЕНЮ,8432.0,16.0,15
2025,Д.Польпетте из ягненка с картофелем,Д.МЯСО,8415.0,10.0,10
2025,Д.Картофель с розмарином +,Д.ГАРНИРЫ,8377.599999999997,28.0,25
2025,Мороженое Клубника 50гр,ДЕСЕРТЫ,8353.3835,42.0,35
2025,Д.Ростбиф с овощами гриль на двоих,Д.МЯСО,8330.0,2.0,2
2025,Д.Паста с камчатским крабом,Д.ПАСТА,8287.5,5.0,4
2025,Запечённые: Угорь 2 шт,ПАНАЗИЯ,8210.507,23.0,16
2025,Руккола 20 г,ДОПЫ,8151.5,28.0,28
2025,Д.Греча с пармезаном и яйцом пашот +,Д.ЗАВТРАКИ,8132.800000000002,13.0,12
2025,Д.Греча с пармезаном,Д.ГАРНИРЫ,8121.75,20.0,16
2025,"750 мл Бароло Фабио Оберто. Италия, Пьемонт",КРАСНОЕ ВИНО,8075.0,1.0,1
2025,Голубика св 40 г,ДОПЫ,8043.2015,33.0,16
2025,"Д.Лимонад домашний  0,5 +",Д.БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,8010.400000000003,19.0,19
2025,Д.S.Бекон и маскарпоне,Д.ПИЦЦА S,7956.0,12.0,10
2025,Д.Куриное филе и сливочный песто,Д.ПАСТА,7947.5,11.0,10
2025,Д.Баноффи пай,Д.ДЕСЕРТЫ,7947.5,17.0,13
2025,Банкет/ Канапе с лососем и сливочным сыром,БАНКЕТЫ/ФУРШЕТЫ,7905.0,22.0,2
2025,Д.Капкейк,Д.ДЕСЕРТЫ,7848.9,49.0,16
2025,40 мл Виски Бушмилс Ориджинал,ВИСКИ,7823.4,18.5,5
2025,"125 мл Артемиса Лэйт Харвест. Чили, Центральная долина",ДЕСЕРТНОЕ ВИНО БОКАЛЫ,7816.464,11.0,6
2025,Яйцо Пашот 1шт,ДОПЫ,7763.135,100.0,61
2025,Д.Овощи на гриле +,Д.ГАРНИРЫ,7752.000000000003,20.0,20
2025,ДМ/Сырники со сметаной,ДЕТСКОЕ МЕНЮ,7707.9955,27.0,22
2025,"125 мл 61 Фреанчакорта Берлукки,Сатен",ИГРИСТОЕ ВИНО БОКАЛЫ,7650.0,5.0,1
2025,Масло сливочное 40 г,ДОПЫ,7611.75,64.0,62
2025,- молоко кокосовое 150 мл,МОДИФИКАТОРЫ,7604.354999999998,118.0,98
2025,Д.ДМ/Картофель фри,Д.ДЕТСКОЕ МЕНЮ,7556.8485,28.0,19
2025,Д. Баноффи торт целый,ЦЕЛЫЕ ТОРТЫ,7437.5,3.0,3
2025,Тост из деревенского хлеба,ДОПЫ,7401.2815,60.0,43
2025,Д.Воздушный чизкейк с ягодами,Д.ДЕСЕРТЫ,7386.5,11.0,9
2025,Д.Лимонад домашний  1 л,Д.БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,7386.5,11.0,8
2025,Д.Чиабатта +,Д.ЗАКУСКИ,7296.400000000002,29.0,26
2025,Д.Обед 2,Д.ОБЕДЫ,7140.0,6.0,6
2025,Д.Картофель фри с трюфельным соусом,Д.ГАРНИРЫ,7140.0,20.0,15
2025,Банкет/ Канапе с клубникой и камамбером,БАНКЕТЫ/ФУРШЕТЫ,7114.5,31.0,2
2025,Тегуанинь,ЧАЙНАЯ КАРТА,7108.6605,13.0,12
2025,75 мл Портвейн Копке Файн Руби Порто,ПОРТВЕЙНЫ/ХЕРЕСЫ,7072.0,13.0,3
2025,Д.Гратен с ветчиной и трюфельным соусом +,Д.ЗАВТРАКИ,7038.0,9.0,9
2025,Д.Баклажан алла пармиджана,Д.ЗАКУСКИ,7012.5,15.0,15
2025,Д.Суши с лососем 2 шт.,Д.ПАНАЗИЯ,6997.2,17.0,14
2025,Паста Без наполнителя (домашняя),ПАСТА,6922.757,45.0,40
2025,Д.ДМ/Картофельное пюре,Д.ДЕТСКОЕ МЕНЮ,6902.0,28.0,25
2025,Д.Рисовая каша с манго и кокосом +,Д.ЗАВТРАКИ,6745.600000000002,16.0,15
2025,Д.Тартар из тунца со свежим манго ,Д.ЗАКУСКИ,6732.0,8.0,7
2025,Острые: Тунец 2 шт,ПАНАЗИЯ,6696.299999999999,22.0,18
2025,"Сок апельсин 0,2",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,6658.305,25.0,21
2025,Д.Цезарь с курицей L +,БАНКЕТЫ/ФУРШЕТЫ,6636.8,2.0,2
2025,- молоко кокосовое 220 мл,МОДИФИКАТОРЫ,6597.717,103.0,89
2025,Д.ДМ/Картофель фри +,Д.ДЕТСКОЕ МЕНЮ,6528.0,24.0,19
2025,куриное филе жареное (50 г),МОДИФИКАТОРЫ,6519.5,38.5,35
2025,Д.Картофель фри с трюфельным соусом +,Д.ГАРНИРЫ,6487.199999999998,18.0,18
2025,Коктейль Салто,КОКТЕЙЛИ,6375.0,10.0,8
2025,Капкейк Шоколадный,ДЕСЕРТЫ,6372.381999999999,44.0,39
2025,Д.Фокачча с песто +,Д.ПИЦЦА L,6330.799999999998,19.0,19
2025,Д.Запеч.суши с креветкой 2 шт.,Д.ПАНАЗИЯ,6298.5,19.0,13
2025,Д.Парма и горгонзола,Д.ПАСТА,6247.5,7.0,7
2025,Фабричная Паста «Болоньезе» из рагу ягненка ,ПАСТА,6217.75,8.0,8
2025,Д.Овсяная каша с яблоками и миндалем +,Д.ЗАВТРАКИ,6201.600000000001,16.0,14
2025,Д.Острые суши с креветкой 2 шт.,Д.ПАНАЗИЯ,6132.75,21.0,14
2025,Д.Обед 3 +,Д.ОБЕДЫ,6120.0,4.0,4
2025,Д.Суп из белых грибов,Д.СУПЫ,6077.5,11.0,10
2025,"Д.Морс 0,5 +",Д.БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,6038.399999999999,12.0,11
2025,40 мл Граппа Сибона Дольчетта,РОМ,5982.3,14.0,4
2025,750 мл Креман де луар. Розе брют. Франция ,ИГРИСТОЕ ВИНО БУТЫЛКИ,5950.0,1.0,1
2025,Д.Панна котта с клубникой +,Д.ДЕСЕРТЫ,5902.4000000000015,14.0,13
2025,Д.Большой итальянский завтрак с ветчиной +,Д.ЗАВТРАКИ,5875.2,6.0,6
2025,«Алио Олио»,ПАСТА,5866.682999999999,16.0,15
2025,"Фабричная С лососем, брокколи и томатами черри",ПАСТА,5834.0599999999995,7.0,7
2025,"125 мл Монтепульчано Федеричи Россо. Италия, Лацио",КРАСНОЕ ВИНО ПО БОКАЛАМ,5803.511,9.0,5
2025,Краб роза 30 г,ДОПЫ,5748.388500000001,14.0,13
2025,Д.Картофельное пюре,Д.ГАРНИРЫ,5669.5,23.0,18
2025,Д.Картофель с розмарином,Д.ГАРНИРЫ,5652.5,19.0,12
2025,Гренка из Чиабатты 1шт,ДОПЫ,5607.449999999999,76.0,41
2025,Классические: Креветка 2 шт,ПАНАЗИЯ,5580.267,18.0,16
2025,чиабатта (120 г),МОДИФИКАТОРЫ,5538.599999999998,43.0,38
2025,Д.Равиоли с молодыми сырами,Д.ПАСТА,5491.0,8.0,7
2025,Соус песто 30 г,ДОПЫ,5457.7055,28.0,27
2025,Банкет/ Канапе с креветкой и соусом сладкий чили,БАНКЕТЫ/ФУРШЕТЫ,5457.0,21.0,2
2025,Д.Запеч.суши с угрём 2 шт. +,Д.ПАНАЗИЯ,5426.400000000001,14.0,12
2025,Д.ДМ/Пицца Маргарита,Д.ДЕТСКОЕ МЕНЮ,5355.0,14.0,14
2025,Д.Острые суши с тунцом 2 шт.,Д.ПАНАЗИЯ,5304.0,16.0,10
2025,Классические: Угорь 2 шт,ПАНАЗИЯ,5286.864,15.0,14
2025,"750 мл Шираз ""Футболт"" Д'Аренберг. Австралия, Долина МакЛарен",КРАСНОЕ ВИНО,5270.0,1.0,1
2025,"Сельдерей фреш 0,3",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,5248.223,13.0,13
2025,Запечённые: Тунец 2 шт,ПАНАЗИЯ,5183.317,17.0,12
2025,Д.Картофель фри,Д.ГАРНИРЫ,5168.0,19.0,15
2025,40 мл Ром Оакхарт Ориджинал,РОМ,5125.5,15.0,5
2025,Яйцо кокот с салями,ЗАВТРАК,5102.55,10.0,9
2025,40 мл Реми Мартин ВСОП,БРЕНДИ/КОНЬЯК,5100.0,5.0,2
2025,Д.Равиоли с крабом и креветками,Д.СПЕШЛ,5057.5,5.0,5
2025,Д.Детский фуршет,БАНКЕТЫ/ФУРШЕТЫ,5015.0,1.0,1
2025,Д.Запеч.суши с тунцом 2 шт. +,Д.ПАНАЗИЯ,4998.0,15.0,9
2025,вяленые томаты (50 г),МОДИФИКАТОРЫ,4974.200000000001,20.0,18
2025,"Морковь-яблоко-сельдерей фреш 0,3",БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,4930.0,12.0,12
2025,Сливки 33% для пасты 100 мл,ДОПЫ,4910.858,24.25,24
2025,черри (50 г),МОДИФИКАТОРЫ,4902.799999999998,38.0,28
2025,Д.ДМ/Макарошки цветные с сыром,Д.ДЕТСКОЕ МЕНЮ,4862.0,13.0,11
2025,Коктейль Bombay Sapphire с тоником,КОКТЕЙЛИ,4833.8395,9.0,5
2025,Бекон 50 гр,ДОПЫ,4821.8205,28.25,29
2025,40 мл Водка Белуга Золотая Линия,ВОДКА,4781.25,7.5,1
2025,Кантучи 100 гр,ДЕСЕРТЫ,4727.6065,29.0,26
2025,40 мл Виски Джим Бим,ВИСКИ,4692.0,11.5,5
2025,Д.Антипасти L +,БАНКЕТЫ/ФУРШЕТЫ,4678.4,1.0,1
2025,Д.Микс оливок +,Д.ЗАКУСКИ,4637.6,11.0,10
2025,Классические: Тунец 2 шт,ПАНАЗИЯ,4612.7119999999995,15.0,11
2025,750 мл Креман де Лиму Антеш Эжени,ИГРИСТОЕ ВИНО БУТЫЛКИ,4590.0,1.0,1
2025,Д.ДМ/Тёплый сэндвич с ветчиной и сыром,Д.ДЕТСКОЕ МЕНЮ,4581.5,11.0,9
2025,Д.Равиоли с бурратой и базиликом +,Д.СПЕШЛ,4569.6,6.0,6
2025,авокадо (50 г),МОДИФИКАТОРЫ,4502.45,21.0,19
2025,Д.Coca Cola с сахаром+,Д.БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,4488.0,12.0,8
2025,ДМ/Сырники со сгущёнкой,ДЕТСКОЕ МЕНЮ,4463.945,16.0,14
2025,Д.Оладьи из цукини c домашней сметаной ,Д.ЗАВТРАКИ,4420.0,8.0,8
2025,Молочный Клубничный,БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,4343.5,15.0,12
2025,Д.Блинчики 3 шт +,Д.СПЕШЛ,4331.599999999999,13.0,10
2025,парма (25 г),МОДИФИКАТОРЫ,4326.5,13.0,12
2025,Сметана 30 г,ДОПЫ,4309.381000000001,67.0,61
2025,Пиво Lockdown IPA ИПА,ПИВО БУТЫЛОЧНОЕ,4284.0,8.0,6
2025,- молоко миндальное 150 мл,МОДИФИКАТОРЫ,4254.309500000001,67.0,59
2025,"Д.Морс 0,3 +",Д.БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ,4234.699999999999,13.0,13
